image_id,caption
2358318.jpg,a skateboarder is doing a trick on a ramp 
2360687.jpg,a skateboarder is doing a trick on a rail 
2339719.jpg,a bench sitting on top of a beach next to the ocean 
2371761.jpg,a train on a train track near a body of water 
2398869.jpg,a person jumping a motorcycle in the air 
2374619.jpg,a kitchen with a refrigerator and a stove 
2396844.jpg,three men are sitting on a bench 
2373610.jpg,a man on skis in the snow 
2408953.jpg,"a living room with a couch, a table and a lamp "
2393082.jpg,a plate of food with broccoli and meat 
2361200.jpg,two giraffes standing in a dirt area next to a road 
2358481.jpg,a plate of fruit and a fork on a table 
2316088.jpg,a man riding a wave on top of a surfboard 
2362709.jpg,a large group of people standing around a frisbee 
2344916.jpg,a pair of scissors and a pair of scissors on a bed 
2396850.jpg,a man is playing a game on his computer 
2387785.jpg,two elephants standing next to each other in a field 
2401963.jpg,a baseball glove on a baseball field 
2379329.jpg,a man hitting a tennis ball with a tennis racket 
2372254.jpg,giraffes standing in a field 
2389780.jpg,a toothbrush holder with toothpaste and toothpaste brushes 
2364436.jpg,a man riding a skateboard down a rail on a sidewalk 
2376032.jpg,a man standing in a field with a herd of sheep 
2393900.jpg,a little girl sitting next to a teddy bear 
2410846.jpg,a man on a skateboard doing a trick 
2329250.jpg,a man is pulling a horse through a field 
2344080.jpg,a suitcase with a bunch of shoes on top of it 
2372532.jpg,a row of park benches sitting on a sidewalk 
2332102.jpg,a cat sitting on a table with a book 
2355199.jpg,a man is standing on a train platform with a bicycle 
2415094.jpg,a birthday cake with candles on it 
2320506.jpg,a giraffe is standing in a field 
2346683.jpg,a person holding a cell phone in their hand 
2360122.jpg,a zebra is running through the water with a herd of elephants 
2339731.jpg,a street sign with a street name on it 
2377338.jpg,"a kitchen with a refrigerator, sink, stove and a microwave "
2329522.jpg,a person on a snowboard in the snow 
2360644.jpg,a bench on the beach with a sign on it 
2330073.jpg,a large jetliner sitting on top of an airport runway 
2393914.jpg,a baseball player swinging a bat at a ball 
2320260.jpg,a herd of sheep standing around a fence 
2325318.jpg,a train on a track near a mountain 
2374631.jpg,"a bathroom with a toilet, sink, and a towel rack "
2414163.jpg,a woman walking down a street with a bike 
2402701.jpg,a kitchen with a lot of food on the counter 
2324589.jpg,a man sitting on a bed with a remote 
2369489.jpg,a baby laying on a couch in a living room 
2401208.jpg,a boat is docked in the water 
2410305.jpg,a teddy bear sitting on a chair in a room 
2358132.jpg,a person flying a kite on a beach 
2384059.jpg,a woman and a child are in a kitchen 
2370866.jpg,a fruit stand with a variety of fruits 
2381121.jpg,a plant that is growing in a fence 
2412274.jpg,a wooden bench in a field of grass 
2345605.jpg,a man standing on top of a snow covered slope 
2403379.jpg,a bus is stopped at a bus stop 
2414605.jpg,a man and a dog on a horse 
2396449.jpg,a man sitting at a table with a box of donuts 
2387544.jpg,a woman standing in a market with bananas 
2343260.jpg,cows standing in a field 
2347006.jpg,a train on a track near a forest 
2392149.jpg,people on surfboards in the water 
2368783.jpg,a man holding a donut in his hand 
2349995.jpg,a bed with a book and a remote control 
2356645.jpg,a woman hitting a tennis ball with a tennis racquet 
2376595.jpg,a woman standing on a dirt road with a suitcase 
2392161.jpg,a man in a suit and tie is looking at his cell phone 
2316261.jpg,a black cat laying on a bed with a blanket 
2344241.jpg,a tennis match is being played on a court 
2344527.jpg,a television set with a computer on top of it 
2363198.jpg,a woman is playing tennis on a court 
2413156.jpg,a stove top oven sitting next to a stove top oven 
2407123.jpg,a train is coming down the tracks 
2319634.jpg,a man sitting on a bench with a hat on 
2340999.jpg,a man riding a skateboard on a city street 
2411741.jpg,a blender filled with water and a person standing near it 
2360485.jpg,a bathroom with a sink and a mirror 
2371588.jpg,a train on a train track with people standing around 
2346324.jpg,a green bus parked next to a green bus 
2382400.jpg,a pair of scissors sitting on top of a table 
2396475.jpg,a man is holding a basketball and another man is holding a phone 
2388893.jpg,a man standing on a grassy hill next to a fence 
2374396.jpg,a train is pulling into a station with people waiting 
2390762.jpg,a man holding a tennis racquet on a tennis court 
2364185.jpg,a man on a dirt bike jumping in the air 
2386100.jpg,a fire truck is parked on the side of the street 
2415255.jpg,a woman sitting at a table with a wine glass 
2382366.jpg,a man flying a kite in a field 
2377847.jpg,a man riding a horse on top of a cement platform 
2339296.jpg,a woman in a red shirt is playing a video game 
2340033.jpg,a clock tower with a clock on it's side 
2371205.jpg,a row of buses parked on a street 
2335321.jpg,a person on skis in the snow 
2337250.jpg,"a bedroom with a bed, desk, and television "
2325132.jpg,a woman holding a tennis racquet on a tennis court 
2363167.jpg,a man in a suit and tie 
2371563.jpg,a chocolate cake with a white frosting on it 
2361770.jpg,a woman and a man standing next to each other 
2377112.jpg,a clock on a pole in front of a building 
2368032.jpg,a cat sitting on a television screen watching a cat 
2336628.jpg,a baseball player is running to catch a ball 
2338611.jpg,a man and woman walking down a subway train 
2369338.jpg,a large white airplane on a runway with people standing around 
2370669.jpg,a baseball player is up to bat at a game 
2348490.jpg,a large jetliner sitting on top of an airport tarmac 
2331635.jpg,a man standing on a beach holding a surfboard 
2358683.jpg,a table topped with plates of food and a pan filled with food 
2323219.jpg,a man standing next to a fire hydrant 
2334765.jpg,a bench sitting on the side of a sidewalk 
2362523.jpg,two trains are parked on the tracks near one another 
2324576.jpg,a herd of sheep walking down a street 
2409873.jpg,"a street sign with a sign that says ""no parking"" "
2326361.jpg,a man is laying on a bed with a blanket 
2407686.jpg,a fighter jet sitting on top of an airport runway 
2377890.jpg,elephants walking through a grassy area 
2345822.jpg,a woman sitting on a bus with a bottle of water 
2414822.jpg,a young boy holding a baseball bat in front of a tree 
2352386.jpg,a baggage claim area with luggage and people 
2374433.jpg,a teddy bear sitting on a chair 
2399785.jpg,a man holding a tennis racquet on a tennis court 
2389596.jpg,a young boy kicking a soccer ball on a field 
2411796.jpg,a cat laying in a bowl on a table 
2376224.jpg,a bird with a long beak standing on a sidewalk 
2326375.jpg,a clock tower in a park 
2376542.jpg,a bowl of oranges and a bowl of apples 
2353932.jpg,a woman holding a large elephant in her hand 
2405085.jpg,a woman riding a horse in a parking lot 
2324562.jpg,"a bathroom with a toilet, sink, and bathtub "
2374355.jpg,a fire hydrant in the middle of a grassy field 
2364146.jpg,a street sign on a brick wall 
2338173.jpg,a man is playing frisbee in a park 
2379891.jpg,a man standing in front of a projector screen 
2378557.jpg,a person cutting a piece of cake with a knife 
2377664.jpg,a young girl sitting on a bench in front of a fountain 
2332338.jpg,a young boy playing a game of soccer 
2323553.jpg,"a bathroom with a toilet, sink, and shower "
2397948.jpg,a woman holding a snowboard on a snowy slope 
2392830.jpg,a car parked in a parking lot with a group of people 
2336638.jpg,a plate of food on a counter top 
2385394.jpg,a kitchen with a table and chairs and a refrigerator 
2331143.jpg,a man riding a wave on top of a surfboard 
2340962.jpg,a bench with a picture of a dead bird on it 
2375701.jpg,a man is sitting on a couch with a teddy bear 
2405917.jpg,a traffic light with a street sign on it 
2373370.jpg,a boat is parked in a field with a fence 
2399971.jpg,a skateboarder is doing tricks on a wall 
2325136.jpg,"a sign on a building that says ""no smoking"" "
2381858.jpg,a man riding a wave on top of a surfboard 
2354081.jpg,"a bathroom with a toilet, sink, and shower "
2339251.jpg,a tall clock tower with a sky background 
2361984.jpg,zebras are standing in a field 
2370651.jpg,a baseball player is running to catch a ball 
2366033.jpg,a cow walking down a street with people 
2369300.jpg,a bed with a lamp and a mirror 
2370889.jpg,a large cement truck with a crane on top of it 
2400847.jpg,a small plant is growing on a wooden table 
2399781.jpg,people walking down a street 
2397974.jpg,people on a beach flying a kite 
2399795.jpg,a street scene with a building and a sign 
2403382.jpg,a bowl of carrots and apples on a counter 
2322665.jpg,a herd of sheep grazing on a lush green field 
2345826.jpg,a row of parked motorcycles on a city street 
2326403.jpg,a train on a track near a building 
2392818.jpg,a bench sitting on top of a lush green field 
2383915.jpg,a train is pulling into a station 
2401595.jpg,a bench sits on a stone wall near a building 
2356682.jpg,a giraffe standing in a fenced in area 
2381864.jpg,a black motorcycle parked on a sidewalk near a beach 
2372734.jpg,sheep are standing on the side of the road 
2386138.jpg,a train is stopped at a train station 
2368787.jpg,a blue and white plane parked on the tarmac 
2379852.jpg,three horses grazing in a field with a fence 
2383040.jpg,a building with a stairway leading to a staircase 
2329903.jpg,a man throwing a frisbee to another man 
2336823.jpg,a man riding a skateboard down a street 
2357211.jpg,a man and a woman laying on a bed 
2414615.jpg,a vase filled with flowers sitting on a table 
2410473.jpg,a man is playing tennis on a clay court 
2403369.jpg,a person jumping a snow board in the air 
2388673.jpg,a man in a green shirt and a black umbrella 
2343270.jpg,a woman sitting at a table with a teddy bear 
2345601.jpg,a woman sitting on a couch holding a banana 
2389579.jpg,a woman is standing next to a brown horse 
2411779.jpg,a teddy bear sitting on top of a blue umbrella 
2357205.jpg,a man riding a skateboard down a street 
2347770.jpg,a clock with a face on it 
2316259.jpg,a sheep standing in a field with other sheep 
2394528.jpg,a man holding a frisbee in his hand 
2320933.jpg,a river with a bunch of trees and buildings 
2392159.jpg,a woman and two skiers on a snowy trail 
2342608.jpg,a woman standing on skis in the snow 
2355374.jpg,a man standing in a living room holding a wii remote 
2394500.jpg,a statue of a horse on top of a building 
2409678.jpg,a chocolate cake with a piece missing 
2347980.jpg,a large brown cow standing in a dirt field 
2391478.jpg,two horses standing in a field with a mountain 
2415251.jpg,a pizza sitting on top of a table next to a bottle of wine 
2362296.jpg,"a bathroom with a bath tub, a vase of flowers and a vase of flowers "
2412258.jpg,a man and a woman sitting at a table with a cake 
2342146.jpg,a bus is parked on the side of the road 
2349013.jpg,a baseball player holding a bat on a field 
2359200.jpg,a person holding a pair of scissors in their hands 
2395178.jpg,a street sign on a pole in front of a tall building 
2356133.jpg,a park bench overlooking a lake with a bird perched on it 
2384075.jpg,a microwave oven sitting on top of a counter top 
2359214.jpg,a red bird sitting on top of a glass of wine 
2400648.jpg,a large brown bear walking through a grassy area 
2381119.jpg,a woman holding a plastic bottle and a baseball bat 
2386676.jpg,a clock tower with a clock on top 
2386110.jpg,a bear walking down a road near a forest 
2376591.jpg,a bench on a pier near a body of water 
2385419.jpg,a police officer riding a motorcycle down a street 
2389974.jpg,a man on a red motorcycle with a red basket 
2372278.jpg,a dog is standing in the grass with a cow 
2367675.jpg,two men wearing hats and sunglasses posing for a picture 
2368552.jpg,a woman is playing tennis on a court 
2394931.jpg,a bench is sitting on a sidewalk near a forest 
2328176.jpg,a clock tower with a clock on top 
2335127.jpg,a man in a mirror with a beard 
2332890.jpg,a fighter jet is flying through the air 
2395391.jpg,a woman is standing in front of a counter with a sink 
2393938.jpg,a bus is parked on the beach with people standing around 
